,_id,Age,Sex,Race,Year,Arrest1,Neighborhood
267,4251,57,M,B,2017,Criminal Mischief,Allegheny Center
609,4248,57,M,B,2017,Criminal Mischief,Allegheny Center
610,4250,57,M,B,2017,Criminal Mischief,Allegheny Center
877,879,32,M,W,2016,Criminal Mischief,Allegheny Center
596,13815,20,F,B,2017,Marijuana Possession,Allegheny Center
767,4489,22,F,O,2017,Marijuana Possession,Allegheny Center
408,16981,23,M,B,2018,Public Drunkenness,Allegheny Center
728,9839,30,F,W,2017,Public Drunkenness,Allegheny Center
9,16132,55,F,B,2017,Public Drunkenness,Allegheny Center
56,15982,37,M,W,2017,Public Drunkenness,Allegheny Center
783,5302,34,M,B,2017,Criminal Mischief,Allegheny West
942,11264,38,M,W,2017,Public Drunkenness,Allegheny West
213,18313,37,M,B,2018,Criminal Conspiracy,Allentown
214,18312,37,M,B,2018,Criminal Conspiracy,Allentown
240,19140,27,M,B,2018,Criminal Conspiracy,Allentown
344,8302,21,F,B,2017,Criminal Conspiracy,Allentown
524,19136,21,M,H,2018,Criminal Conspiracy,Allentown
525,19141,46,M,H,2018,Criminal Conspiracy,Allentown
526,19142,20,M,B,2018,Criminal Conspiracy,Allentown
531,19143,22,M,B,2018,Criminal Conspiracy,Allentown
540,19146,20,M,B,2018,Criminal Conspiracy,Allentown
541,19144,22,F,B,2018,Criminal Conspiracy,Allentown
542,19147,21,M,B,2018,Criminal Conspiracy,Allentown
547,19149,17,M,B,2018,Criminal Conspiracy,Allentown
20,10709,21,M,B,2017,Criminal Conspiracy,Allentown
993,1194,30,F,B,2016,Criminal Conspiracy,Allentown
994,1195,31,M,B,2016,Criminal Conspiracy,Allentown
1048,10710,25,F,W,2017,Criminal Conspiracy,Allentown
277,16727,24,M,B,2018,Marijuana Possession,Allentown
457,20468,49,M,W,2018,Marijuana Possession,Allentown
529,16962,23,M,W,2018,Marijuana Possession,Allentown
655,16728,23,M,B,2018,Marijuana Possession,Allentown
969,1128,19,M,H,2016,Marijuana Possession,Allentown
973,11953,19,F,W,2017,Marijuana Possession,Allentown
670,11356,36,M,W,2017,Public Drunkenness,Allentown
766,11512,38,M,W,2017,Public Drunkenness,Allentown
65,21999,24,M,B,2018,Public Drunkenness,Allentown
305,18587,30,F,B,2018,Criminal Conspiracy,Arlington
1,15904,16,M,B,2017,Criminal Conspiracy,Arlington
18,7395,21,M,W,2017,Criminal Conspiracy,Arlington
48,15978,21,M,B,2017,Criminal Conspiracy,Arlington
54,15979,21,M,B,2017,Criminal Conspiracy,Arlington
620,19313,31,M,W,2018,Marijuana Possession,Arlington
545,4043,29,M,W,2017,Criminal Mischief,Arlington
820,10229,30,M,B,2017,Criminal Conspiracy,Arlington
1269,1697,18,M,B,2016,Criminal Conspiracy,Arlington Heights
1270,1699,19,M,B,2016,Criminal Conspiracy,Arlington Heights
858,2931,25,M,B,2016,Marijuana Possession,Arlington Heights
701,13702,23,M,B,2017,Marijuana Possession,Arlington Heights
839,17979,41,M,B,2018,Marijuana Possession,Arlington Heights
536,4293,36,M,W,2017,Criminal Conspiracy,Banksville
239,2669,20,M,B,2016,Forgery,Banksville
762,4731,38,M,B,2017,Marijuana Possession,Banksville
921,11841,47,M,W,2017,Public Drunkenness,Banksville
128,18921,27,M,B,2018,Criminal Conspiracy,Bedford Dwellings
920,11839,29,M,B,2017,Criminal Conspiracy,Bedford Dwellings
1086,12049,23,M,B,2017,Criminal Conspiracy,Bedford Dwellings
1272,18922,28,M,B,2018,Criminal Conspiracy,Bedford Dwellings
1273,18923,27,M,B,2018,Criminal Conspiracy,Bedford Dwellings
677,3087,44,M,B,2016,Criminal Mischief,Bedford Dwellings
313,3166,24,M,B,2016,Criminal Mischief,Bedford Dwellings
184,16884,35,M,B,2018,Marijuana Possession,Bedford Dwellings
468,11092,25,M,B,2017,Marijuana Possession,Bedford Dwellings
742,13037,26,M,B,2017,Marijuana Possession,Bedford Dwellings
897,17857,43,M,B,2018,Public Drunkenness,Bedford Dwellings
82,18300,27,F,B,2018,Public Drunkenness,Bedford Dwellings
814,11623,28,M,B,2017,Criminal Conspiracy,Bedford Dwellings
272,8129,15,F,B,2017,Criminal Conspiracy,Beechview
275,8131,13,M,U,2017,Criminal Conspiracy,Beechview
289,8130,13,M,B,2017,Criminal Conspiracy,Beechview
399,18832,34,F,W,2018,Criminal Conspiracy,Beechview
467,11087,22,M,B,2017,Criminal Conspiracy,Beechview
500,11127,29,F,B,2017,Criminal Conspiracy,Beechview
647,20996,18,M,B,2018,Criminal Conspiracy,Beechview
780,11088,19,M,B,2017,Criminal Conspiracy,Beechview
847,5021,23,M,W,2017,Criminal Conspiracy,Beechview
55,8687,37,F,W,2017,Criminal Conspiracy,Beechview
995,5022,25,M,B,2017,Criminal Conspiracy,Beechview
1131,5361,27,M,W,2017,Criminal Conspiracy,Beechview
1214,11128,32,M,B,2017,Criminal Conspiracy,Beechview
1312,20998,19,M,W,2018,Criminal Conspiracy,Beechview
367,18801,32,F,W,2018,Criminal Mischief,Beechview
949,1082,19,M,B,2016,Criminal Mischief,Beechview
1130,19963,37,M,W,2018,Criminal Mischief,Beechview
1307,19012,20,M,B,2018,Criminal Mischief,Beechview
76,3740,27,M,B,2016,Marijuana Possession,Beechview
99,7600,NA,F,W,2017,Marijuana Possession,Beechview
225,2618,15,M,O,2016,Marijuana Possession,Beechview
264,18464,18,F,B,2018,Marijuana Possession,Beechview
266,18472,18,M,H,2018,Marijuana Possession,Beechview
312,2592,16,F,O,2016,Marijuana Possession,Beechview
346,16509,16,M,W,2018,Marijuana Possession,Beechview
604,17112,13,M,W,2018,Marijuana Possession,Beechview
644,13023,16,M,W,2017,Marijuana Possession,Beechview
704,8829,17,M,H,2017,Marijuana Possession,Beechview
988,10231,15,M,W,2017,Marijuana Possession,Beechview
1074,9640,12,M,B,2017,Marijuana Possession,Beechview
1281,18973,16,M,B,2018,Marijuana Possession,Beechview
1026,12019,27,M,W,2017,Public Drunkenness,Beechview
1283,12221,58,M,W,2017,Public Drunkenness,Beechview
145,6099,20,M,B,2017,Criminal Conspiracy,Beltzhoover
876,4660,34,M,B,2017,Criminal Conspiracy,Beltzhoover
293,16015,38,F,W,2017,Criminal Mischief,Beltzhoover
1221,20914,44,F,W,2018,Criminal Mischief,Beltzhoover
1227,13942,39,M,B,2017,Criminal Mischief,Beltzhoover
555,12829,19,F,W,2017,Marijuana Possession,Beltzhoover
754,17461,20,M,B,2018,Marijuana Possession,Beltzhoover
254,18450,35,M,W,2018,Criminal Conspiracy,Bloomfield
873,17796,28,M,W,2018,Criminal Conspiracy,Bloomfield
1182,11035,17,M,B,2017,Criminal Conspiracy,Bloomfield
1262,14677,33,F,W,2017,Criminal Conspiracy,Bloomfield
1333,1919,23,M,B,2016,Criminal Conspiracy,Bloomfield
1189,20643,34,F,B,2018,Criminal Mischief,Bloomfield
269,4473,37,M,W,2017,Forgery,Bloomfield
1325,17491,41,M,B,2018,Marijuana Possession,Bloomfield
1207,20416,33,F,B,2018,Public Drunkenness,Bloomfield
450,16711,23,M,W,2018,Public Drunkenness,Bloomfield
387,18825,60,M,B,2018,Criminal Conspiracy,Bluff
668,21916,56,M,B,2018,Criminal Conspiracy,Bluff
700,17608,49,M,B,2018,Criminal Conspiracy,Bluff
874,11790,15,M,B,2017,Criminal Conspiracy,Bluff
962,11911,16,M,B,2017,Criminal Conspiracy,Bluff
321,12760,50,M,B,2017,Criminal Mischief,Bluff
401,8309,57,M,B,2017,Criminal Mischief,Bluff
914,7774,40,M,B,2017,Criminal Mischief,Bluff
1287,5909,48,M,B,2017,Criminal Mischief,Bluff
140,6326,35,F,B,2017,Criminal Mischief,Bluff
861,11764,22,M,B,2017,Marijuana Possession,Bluff
940,17971,44,M,B,2018,Marijuana Possession,Bluff
37,10935,30,M,B,2017,Marijuana Possession,Bluff
87,18863,35,M,B,2018,Marijuana Possession,Bluff
425,6626,22,M,B,2017,Marijuana Possession,Bluff
641,11773,34,M,B,2017,Marijuana Possession,Bluff
775,19730,38,M,B,2018,Marijuana Possession,Bluff
840,8181,25,F,B,2017,Marijuana Possession,Bluff
855,5057,20,M,B,2017,Marijuana Possession,Bluff
956,17972,43,M,B,2018,Marijuana Possession,Bluff
1299,5058,18,M,B,2017,Marijuana Possession,Bluff
1332,6051,25,M,B,2017,Marijuana Possession,Bluff
194,2172,38,F,B,2016,Public Drunkenness,Bluff
592,5256,23,M,B,2017,Public Drunkenness,Bluff
1178,18744,55,M,B,2018,Public Drunkenness,Bluff
577,10066,61,M,B,2017,Criminal Conspiracy,Bon Air
1199,4727,22,F,W,2017,Criminal Conspiracy,Bon Air
1210,4728,21,M,W,2017,Criminal Conspiracy,Bon Air
929,4822,42,M,B,2017,Criminal Mischief,Bon Air
698,9186,39,M,B,2017,Marijuana Possession,Bon Air
229,8584,18,M,B,2017,Criminal Conspiracy,Brighton Heights
245,2710,21,M,B,2016,Criminal Conspiracy,Brighton Heights
357,2708,19,M,B,2016,Criminal Conspiracy,Brighton Heights
378,16582,63,F,W,2018,Criminal Conspiracy,Brighton Heights
1250,5791,25,M,B,2017,Criminal Conspiracy,Brighton Heights
1335,6071,19,M,B,2017,Criminal Conspiracy,Brighton Heights
190,1863,51,F,B,2016,Criminal Mischief,Brighton Heights
884,19973,13,M,B,2018,Criminal Mischief,Brighton Heights
1174,9752,18,M,W,2017,Forgery,Brighton Heights
360,2123,49,M,W,2016,Marijuana Possession,Brighton Heights
364,15611,27,M,B,2017,Marijuana Possession,Brighton Heights
726,14285,22,M,W,2017,Marijuana Possession,Brighton Heights
890,18241,12,M,B,2018,Marijuana Possession,Brighton Heights
1179,22232,21,M,B,2018,Marijuana Possession,Brighton Heights
323,3261,22,M,W,2016,Public Drunkenness,Brighton Heights
974,11958,21,M,W,2017,Public Drunkenness,Brighton Heights
339,18757,42,F,B,2018,Marijuana Possession,Brighton Heights
197,18943,29,M,W,2018,Criminal Conspiracy,Brookline
215,2587,13,M,U,2016,Criminal Conspiracy,Brookline
219,2588,12,M,B,2016,Criminal Conspiracy,Brookline
333,12313,20,M,B,2017,Criminal Conspiracy,Brookline
381,8455,15,M,W,2017,Criminal Conspiracy,Brookline
424,3558,26,M,B,2016,Criminal Conspiracy,Brookline
454,8729,18,M,B,2017,Criminal Conspiracy,Brookline
485,19333,22,M,B,2018,Criminal Conspiracy,Brookline
490,3032,37,M,B,2016,Criminal Conspiracy,Brookline
497,19637,17,M,B,2018,Criminal Conspiracy,Brookline
665,8784,32,F,W,2017,Criminal Conspiracy,Brookline
734,19636,17,M,B,2018,Criminal Conspiracy,Brookline
818,17586,22,M,W,2018,Criminal Conspiracy,Brookline
845,13261,12,F,W,2017,Criminal Conspiracy,Brookline
852,716,23,M,W,2016,Criminal Conspiracy,Brookline
52,8672,44,M,B,2017,Criminal Conspiracy,Brookline
898,20043,54,M,W,2018,Criminal Conspiracy,Brookline
1238,14612,14,M,U,2017,Criminal Conspiracy,Brookline
896,20042,27,M,B,2018,Criminal Mischief,Brookline
1003,10996,30,M,O,2017,Criminal Mischief,Brookline
1251,4932,28,M,W,2017,Criminal Mischief,Brookline
1311,21333,20,M,W,2018,Criminal Mischief,Brookline
1326,5091,59,M,W,2017,Criminal Mischief,Brookline
121,18908,15,M,W,2018,Marijuana Possession,Brookline
449,18911,18,M,W,2018,Marijuana Possession,Brookline
712,10345,48,M,W,2017,Public Drunkenness,Brookline
1032,5147,49,M,W,2017,Public Drunkenness,Brookline
1252,9731,55,F,W,2017,Public Drunkenness,Brookline
297,3054,36,M,B,2016,Criminal Conspiracy,California-Kirkbride
298,3055,39,F,B,2016,Criminal Conspiracy,California-Kirkbride
16,1594,26,F,B,2016,Criminal Mischief,California-Kirkbride
1075,18246,16,M,B,2018,Marijuana Possession,California-Kirkbride
226,4365,15,F,B,2017,Criminal Conspiracy,Carrick
355,19428,26,F,W,2018,Criminal Conspiracy,Carrick
423,8433,22,M,B,2017,Criminal Conspiracy,Carrick
476,19023,18,M,B,2018,Criminal Conspiracy,Carrick
478,19024,21,M,B,2018,Criminal Conspiracy,Carrick
492,4206,29,M,W,2017,Criminal Conspiracy,Carrick
616,22897,16,F,W,2018,Criminal Conspiracy,Carrick
657,19427,27,M,B,2018,Criminal Conspiracy,Carrick
800,17732,32,F,W,2018,Criminal Conspiracy,Carrick
1168,5366,NA,M,W,2017,Criminal Conspiracy,Carrick
1035,18289,21,M,B,2018,Criminal Conspiracy,Carrick
1107,20278,67,M,W,2018,Criminal Conspiracy,Carrick
1145,20431,22,M,B,2018,Criminal Conspiracy,Carrick
1234,3363,27,F,B,2016,Criminal Conspiracy,Carrick
618,4183,36,M,B,2016,Criminal Mischief,Carrick
195,9131,NA,F,W,2017,Criminal Mischief,Carrick
1110,21904,23,M,W,2018,Criminal Mischief,Carrick
1125,12132,28,M,B,2017,Criminal Mischief,Carrick
1126,13278,36,F,B,2017,Criminal Mischief,Carrick
1293,5954,22,M,B,2017,Criminal Mischief,Carrick
1316,5989,33,F,B,2017,Criminal Mischief,Carrick
296,2991,17,M,W,2016,Marijuana Possession,Carrick
1157,20225,58,M,W,2018,Marijuana Possession,Carrick
166,13105,20,F,W,2017,Marijuana Possession,Carrick
174,4004,15,F,W,2016,Marijuana Possession,Carrick
519,19128,15,M,O,2018,Marijuana Possession,Carrick
522,19129,16,M,B,2018,Marijuana Possession,Carrick
535,3997,18,M,B,2016,Marijuana Possession,Carrick
538,4010,16,M,B,2016,Marijuana Possession,Carrick
570,17044,15,M,B,2018,Marijuana Possession,Carrick
590,9111,19,F,B,2017,Marijuana Possession,Carrick
825,19870,16,M,B,2018,Marijuana Possession,Carrick
895,11172,18,M,W,2017,Marijuana Possession,Carrick
955,12984,16,M,B,2017,Marijuana Possession,Carrick
1037,18896,23,M,W,2018,Marijuana Possession,Carrick
138,10322,30,M,W,2017,Public Drunkenness,Carrick
850,20076,25,F,B,2018,Public Drunkenness,Carrick
33,10919,66,M,W,2017,Public Drunkenness,Carrick
208,16574,53,M,B,2018,Criminal Conspiracy,Central Business District
270,2845,39,M,W,2016,Criminal Conspiracy,Central Business District
291,18535,19,F,B,2018,Criminal Conspiracy,Central Business District
395,11011,27,F,W,2017,Criminal Conspiracy,Central Business District
396,11012,27,F,W,2017,Criminal Conspiracy,Central Business District
437,9718,53,M,B,2017,Criminal Conspiracy,Central Business District
528,3981,16,M,B,2016,Criminal Conspiracy,Central Business District
672,8781,48,F,W,2017,Criminal Conspiracy,Central Business District
715,19591,20,M,B,2018,Criminal Conspiracy,Central Business District
803,10148,30,M,H,2017,Criminal Conspiracy,Central Business District
47,2035,30,M,B,2016,Criminal Conspiracy,Central Business District
59,16010,31,F,W,2017,Criminal Conspiracy,Central Business District
60,2092,33,F,B,2016,Criminal Conspiracy,Central Business District
63,2093,30,F,B,2016,Criminal Conspiracy,Central Business District
1036,13901,29,F,B,2017,Criminal Conspiracy,Central Business District
1065,10750,64,M,B,2017,Criminal Conspiracy,Central Business District
1078,18429,34,M,W,2018,Criminal Conspiracy,Central Business District
1106,14156,28,F,B,2017,Criminal Conspiracy,Central Business District
1212,14555,34,M,W,2017,Criminal Conspiracy,Central Business District
118,2331,30,M,W,2016,Criminal Mischief,Central Business District
515,4285,57,M,B,2017,Criminal Mischief,Central Business District
32,10722,15,M,B,2017,Criminal Mischief,Central Business District
598,4228,57,M,B,2017,Criminal Mischief,Central Business District
601,4229,57,M,B,2017,Criminal Mischief,Central Business District
945,13470,22,F,B,2017,Criminal Mischief,Central Business District
1024,20136,22,F,W,2018,Criminal Mischief,Central Business District
1247,4921,30,M,W,2017,Criminal Mischief,Central Business District
1248,4924,30,M,W,2017,Criminal Mischief,Central Business District
331,3318,55,M,B,2016,Public Drunkenness,Central Business District
615,19309,35,M,W,2018,Forgery,Central Business District
101,16105,NA,M,B,2017,Forgery,Central Business District
221,10479,28,M,B,2017,Forgery,Central Business District
224,18836,41,M,W,2018,Forgery,Central Business District
343,18777,34,F,W,2018,Forgery,Central Business District
368,9528,19,M,H,2017,Forgery,Central Business District
488,22562,52,F,B,2018,Forgery,Central Business District
614,9138,NA,M,H,2017,Forgery,Central Business District
952,4871,53,M,B,2017,Forgery,Central Business District
1064,22563,20,F,B,2018,Forgery,Central Business District
1181,20591,20,F,B,2018,Forgery,Central Business District
320,3236,37,M,W,2016,Marijuana Possession,Central Business District
375,2748,25,M,B,2016,Marijuana Possession,Central Business District
562,19210,27,M,W,2018,Marijuana Possession,Central Business District
589,19249,42,M,W,2018,Marijuana Possession,Central Business District
794,11077,30,M,W,2017,Marijuana Possession,Central Business District
908,18297,22,M,W,2018,Marijuana Possession,Central Business District
968,14029,49,M,B,2017,Marijuana Possession,Central Business District
1013,9035,26,M,B,2017,Marijuana Possession,Central Business District
1073,16519,17,F,W,2017,Marijuana Possession,Central Business District
1103,20269,45,M,B,2018,Marijuana Possession,Central Business District
1277,5878,20,M,B,2017,Marijuana Possession,Central Business District
130,8863,36,M,W,2017,Public Drunkenness,Central Business District
142,18108,36,M,W,2018,Public Drunkenness,Central Business District
161,11692,40,M,B,2017,Public Drunkenness,Central Business District
234,16624,54,M,B,2018,Public Drunkenness,Central Business District
253,18439,34,M,W,2018,Public Drunkenness,Central Business District
290,2932,43,M,W,2016,Public Drunkenness,Central Business District
324,12291,35,M,B,2017,Public Drunkenness,Central Business District
356,19432,37,F,W,2018,Public Drunkenness,Central Business District
499,19645,43,M,W,2018,Public Drunkenness,Central Business District
508,9901,37,M,W,2017,Public Drunkenness,Central Business District
539,17389,31,M,B,2018,Public Drunkenness,Central Business District
563,4103,33,F,W,2016,Public Drunkenness,Central Business District
622,19329,32,M,W,2018,Public Drunkenness,Central Business District
656,7418,25,M,W,2017,Public Drunkenness,Central Business District
660,19380,46,M,W,2018,Public Drunkenness,Central Business District
706,17614,37,F,W,2018,Public Drunkenness,Central Business District
746,17721,25,M,A,2018,Public Drunkenness,Central Business District
841,19431,51,M,W,2018,Public Drunkenness,Central Business District
842,9282,28,M,B,2017,Public Drunkenness,Central Business District
922,17439,46,F,W,2018,Public Drunkenness,Central Business District
979,5603,24,F,B,2017,Public Drunkenness,Central Business District
1000,9347,39,M,B,2017,Public Drunkenness,Central Business District
1001,18155,24,M,B,2018,Public Drunkenness,Central Business District
1044,20147,37,M,W,2018,Public Drunkenness,Central Business District
1155,20854,20,M,B,2018,Public Drunkenness,Central Business District
1167,9446,26,M,W,2017,Public Drunkenness,Central Business District
41,3648,28,F,O,2016,Public Drunkenness,Central Business District
1200,20714,50,M,W,2018,Public Drunkenness,Central Business District
1204,18786,21,M,W,2018,Public Drunkenness,Central Business District
1211,1377,40,M,W,2016,Public Drunkenness,Central Business District
1267,21186,53,M,B,2018,Public Drunkenness,Central Business District
1302,6080,35,M,B,2017,Public Drunkenness,Central Business District
440,18937,58,M,B,2018,Marijuana Possession,Central Business District
625,15793,35,M,W,2017,Criminal Mischief,Central Business District
682,4294,52,M,W,2017,Criminal Conspiracy,Central Business District
773,19722,29,M,W,2018,Criminal Conspiracy,Central Business District
250,18426,52,M,W,2018,Public Drunkenness,Central Business District
148,22428,17,M,W,2018,Criminal Conspiracy,Central Lawrenceville
420,19627,40,F,W,2018,Criminal Conspiracy,Central Lawrenceville
442,3651,23,F,W,2016,Criminal Conspiracy,Central Lawrenceville
443,3652,21,M,O,2016,Criminal Conspiracy,Central Lawrenceville
688,11817,34,M,B,2017,Criminal Conspiracy,Central Lawrenceville
731,19628,46,M,W,2018,Criminal Conspiracy,Central Lawrenceville
916,4790,20,M,B,2017,Criminal Conspiracy,Central Lawrenceville
1161,18721,27,F,B,2018,Criminal Conspiracy,Central Lawrenceville
1328,11815,32,M,W,2017,Criminal Conspiracy,Central Lawrenceville
1330,11816,24,M,W,2017,Criminal Conspiracy,Central Lawrenceville
1275,18930,23,M,W,2018,Criminal Mischief,Central Lawrenceville
12,18722,98,M,W,2018,Marijuana Possession,Central Lawrenceville
22,18727,19,M,W,2018,Marijuana Possession,Central Lawrenceville
362,10733,27,M,B,2017,Marijuana Possession,Central Lawrenceville
473,4312,21,M,B,2017,Marijuana Possession,Central Lawrenceville
821,2664,30,M,W,2016,Marijuana Possession,Central Lawrenceville
1091,20243,56,M,W,2018,Public Drunkenness,Central Lawrenceville
1154,18723,22,M,B,2018,Public Drunkenness,Central Lawrenceville
407,12391,27,M,W,2017,Marijuana Possession,Central Lawrenceville
429,4077,34,F,W,2017,Criminal Conspiracy,Central North Side
804,20701,60,M,B,2018,Criminal Conspiracy,Central North Side
833,19882,26,M,B,2018,Criminal Conspiracy,Central North Side
836,19891,36,F,B,2018,Criminal Conspiracy,Central North Side
1323,6019,48,M,B,2017,Criminal Conspiracy,Central North Side
727,11445,30,F,B,2017,Marijuana Possession,Central North Side
162,16855,19,F,B,2018,Marijuana Possession,Central North Side
551,16983,24,M,B,2018,Marijuana Possession,Central North Side
827,7590,40,M,B,2017,Marijuana Possession,Central North Side
1052,18188,35,M,W,2018,Marijuana Possession,Central North Side
438,17032,NA,M,B,2018,Marijuana Possession,Central North Side
710,17378,21,F,B,2018,Criminal Conspiracy,Central North Side
693,39,27,M,B,2016,Criminal Conspiracy,Central Northside
342,16733,49,M,B,2018,Criminal Conspiracy,Central Oakland
392,3467,17,M,B,2016,Criminal Conspiracy,Central Oakland
719,19612,24,M,U,2018,Criminal Conspiracy,Central Oakland
720,19615,24,M,B,2018,Criminal Conspiracy,Central Oakland
723,19614,25,M,B,2018,Criminal Conspiracy,Central Oakland
756,17463,18,M,B,2018,Criminal Conspiracy,Central Oakland
760,17464,20,M,B,2018,Criminal Conspiracy,Central Oakland
846,3835,18,M,B,2017,Criminal Conspiracy,Central Oakland
983,4917,17,M,B,2017,Criminal Conspiracy,Central Oakland
1014,10676,17,M,B,2017,Criminal Conspiracy,Central Oakland
1246,4919,17,M,B,2017,Criminal Conspiracy,Central Oakland
1229,11218,23,M,B,2017,Forgery,Central Oakland
185,2509,19,F,W,2016,Public Drunkenness,Central Oakland
475,12556,18,M,W,2017,Public Drunkenness,Central Oakland
583,3322,56,M,B,2016,Public Drunkenness,Central Oakland
1019,5113,67,M,W,2017,Public Drunkenness,Central Oakland
1030,5127,37,M,W,2017,Public Drunkenness,Central Oakland
1148,18705,20,F,W,2018,Public Drunkenness,Central Oakland
259,3661,22,F,W,2016,Criminal Conspiracy,Chateau
351,19426,29,M,B,2018,Criminal Conspiracy,Chateau
650,19425,24,M,B,2018,Criminal Conspiracy,Chateau
1055,18203,42,F,W,2018,Criminal Conspiracy,Chateau
1217,18581,32,M,W,2018,Criminal Conspiracy,Chateau
1313,18783,34,M,W,2018,Criminal Mischief,Chateau
501,11140,32,M,W,2017,Forgery,Chateau
79,8915,20,F,B,2017,Marijuana Possession,Chateau
96,2244,26,M,A,2016,Marijuana Possession,Chateau
591,8599,23,F,W,2017,Marijuana Possession,Chateau
902,20299,19,M,B,2018,Marijuana Possession,Chateau
1015,13115,23,M,W,2017,Marijuana Possession,Chateau
736,204,47,M,H,2016,Public Drunkenness,Chateau
893,20038,24,M,B,2018,Criminal Conspiracy,Crafton Heights
258,18462,24,M,W,2018,Criminal Mischief,Crafton Heights
937,4836,24,F,B,2017,Criminal Mischief,Crafton Heights
307,9342,35,M,B,2017,Marijuana Possession,Crafton Heights
260,11287,41,F,W,2017,Public Drunkenness,Crafton Heights
164,2425,24,M,B,2016,Criminal Conspiracy,Crawford-Roberts
232,2630,19,M,B,2016,Criminal Conspiracy,Crawford-Roberts
459,3700,32,M,B,2016,Criminal Conspiracy,Crawford-Roberts
627,11263,52,F,B,2017,Criminal Conspiracy,Crawford-Roberts
651,11347,40,F,B,2017,Criminal Conspiracy,Crawford-Roberts
739,4531,28,M,B,2017,Criminal Conspiracy,Crawford-Roberts
774,4532,56,F,B,2017,Criminal Conspiracy,Crawford-Roberts
792,4534,22,M,B,2017,Criminal Conspiracy,Crawford-Roberts
959,11910,36,F,B,2017,Criminal Conspiracy,Crawford-Roberts
1060,2629,21,F,B,2016,Criminal Conspiracy,Crawford-Roberts
1114,3447,40,F,B,2016,Criminal Conspiracy,Crawford-Roberts
248,18411,23,M,W,2018,Criminal Mischief,Crawford-Roberts
633,3437,39,M,W,2016,Forgery,Crawford-Roberts
227,22231,23,M,B,2018,Marijuana Possession,Crawford-Roberts
537,9974,23,M,B,2017,Marijuana Possession,Crawford-Roberts
587,3879,23,M,B,2016,Marijuana Possession,Crawford-Roberts
1113,20291,37,M,W,2018,Marijuana Possession,Crawford-Roberts
1122,20307,20,M,B,2018,Marijuana Possession,Crawford-Roberts
1160,5393,20,M,B,2017,Marijuana Possession,Crawford-Roberts
1208,20768,43,M,B,2018,Marijuana Possession,Crawford-Roberts
129,18089,27,F,B,2018,Public Drunkenness,Crawford-Roberts
469,8529,41,F,B,2017,Criminal Mischief,Crawford-Roberts
530,8528,42,F,B,2017,Criminal Mischief,Crawford-Roberts
559,4091,23,M,B,2016,Criminal Mischief,Crawford-Roberts
695,3562,39,M,W,2016,Marijuana Possession,Duquesne Heights
432,11043,30,F,W,2017,Criminal Conspiracy,East Allegheny
666,4454,33,F,B,2017,Criminal Conspiracy,East Allegheny
764,8361,51,M,B,2017,Criminal Conspiracy,East Allegheny
80,8743,15,M,B,2017,Criminal Conspiracy,East Allegheny
870,11781,27,M,B,2017,Criminal Conspiracy,East Allegheny
899,21192,45,F,B,2018,Criminal Conspiracy,East Allegheny
919,961,53,M,B,2016,Criminal Conspiracy,East Allegheny
1117,20293,20,M,B,2018,Criminal Conspiracy,East Allegheny
1118,20292,20,M,W,2018,Criminal Conspiracy,East Allegheny
1185,11041,34,M,B,2017,Criminal Conspiracy,East Allegheny
1258,5819,35,M,B,2017,Criminal Conspiracy,East Allegheny
1260,4951,19,M,B,2017,Criminal Conspiracy,East Allegheny
196,22600,29,U,B,2018,Criminal Mischief,East Allegheny
753,19677,38,M,B,2018,Forgery,East Allegheny
19,10708,21,M,B,2017,Marijuana Possession,East Allegheny
251,9866,22,M,B,2017,Marijuana Possession,East Allegheny
431,9708,30,F,B,2017,Marijuana Possession,East Allegheny
511,11626,39,F,B,2017,Marijuana Possession,East Allegheny
1051,13970,30,M,B,2017,Marijuana Possession,East Allegheny
1120,14188,53,M,B,2017,Marijuana Possession,East Allegheny
1176,9709,25,F,B,2017,Marijuana Possession,East Allegheny
1240,11256,35,M,B,2017,Marijuana Possession,East Allegheny
263,2832,57,M,B,2016,Public Drunkenness,East Allegheny
815,4905,35,M,W,2017,Public Drunkenness,East Allegheny
1040,4896,54,M,B,2017,Public Drunkenness,East Allegheny
1085,12048,44,M,W,2017,Public Drunkenness,East Allegheny
1098,6166,26,M,W,2017,Public Drunkenness,East Allegheny
1163,4651,31,M,W,2016,Public Drunkenness,East Allegheny
1219,11152,30,M,B,2017,Public Drunkenness,East Allegheny
1230,1614,36,F,B,2016,Public Drunkenness,East Allegheny
1279,5886,33,M,B,2017,Public Drunkenness,East Allegheny
1288,3356,NA,M,W,2016,Public Drunkenness,East Allegheny
1308,5966,30,M,B,2017,Public Drunkenness,East Allegheny
153,4272,29,F,W,2017,Forgery,East Allegheny
95,16330,24,F,B,2018,Criminal Conspiracy,East Hills
104,22354,22,F,B,2018,Criminal Conspiracy,East Hills
183,16568,26,F,B,2018,Criminal Conspiracy,East Hills
1138,18643,17,M,B,2018,Criminal Conspiracy,East Hills
1101,12094,18,M,B,2017,Criminal Conspiracy,East Hills
1102,12095,26,M,B,2017,Criminal Conspiracy,East Hills
1109,19949,20,M,B,2018,Criminal Conspiracy,East Hills
154,8914,23,F,B,2017,Criminal Mischief,East Hills
582,4167,23,F,B,2017,Criminal Mischief,East Hills
662,20210,24,M,B,2018,Criminal Mischief,East Hills
755,4722,29,F,B,2017,Criminal Mischief,East Hills
